1727283180.70	0	OFF
1727283181.12	1	ON
1727283181.94	2	OFF
1727283184.22	3	OFF
1727283188.65	4	ON
1727283190.36	5	OFF
1727283194.98	6	OFF
1727283198.12	7	ON
1727283199.16	8	OFF
1727283202.34	9	OFF
1727283203.95	10	ON
1727283205.98	11	OFF
1727283208.80	12	OFF
1727283210.45	13	OFF
1727283212.00	14	ON
1727283215.07	15	OFF
1727283218.44	16	OFF
1727283218.73	17	ON
1727283221.65	18	ON
1727283221.86	19	ON
1727283223.35	20	ON
1727283226.93	21	OFF
1727283227.53	22	ON
1727283229.55	23	OFF
1727283232.28	24	ON
1727283236.95	25	OFF
1727283238.82	26	OFF
1727283239.33	27	OFF
1727283240.38	28	ON
