1727283180.70	0	21.1 C
1727283180.95	1	29.7 C
1727283181.95	2	3.8 C
1727283182.95	3	17.2 C
1727283183.95	4	15.8 C
1727283184.95	5	12.3 C
1727283185.95	6	26.6 C
1727283186.95	7	6.6 C
1727283187.95	8	11.5 C
1727283188.96	9	11.8 C
1727283189.96	10	-17.7 C
1727283190.96	11	0.7 C
1727283191.96	12	-6.2 C
1727283192.96	13	2.2 C
1727283193.96	14	-1.9 C
1727283194.96	15	5.7 C
1727283195.96	16	2.8 C
1727283196.96	17	4.1 C
1727283197.96	18	11.8 C
1727283198.96	19	14.8 C
1727283199.96	20	18.7 C
1727283200.96	21	11.7 C
1727283201.96	22	12.3 C
1727283202.96	23	5.9 C
1727283203.96	24	24.3 C
1727283204.96	25	2.0 C
1727283205.96	26	12.8 C
1727283206.96	27	0.8 C
1727283207.96	28	17.3 C
1727283208.96	29	13.0 C
1727283209.96	30	9.5 C
1727283210.96	31	3.9 C
1727283211.96	32	-4.2 C
1727283212.96	33	6.5 C
1727283213.96	34	7.6 C
1727283214.96	35	0.2 C
1727283215.96	36	-13.0 C
1727283216.96	37	3.6 C
1727283217.96	38	3.3 C
1727283218.97	39	-1.6 C
1727283219.97	40	1.4 C
1727283220.97	41	-1.7 C
1727283221.97	42	16.8 C
1727283222.97	43	12.1 C
1727283223.97	44	13.7 C
1727283224.97	45	-8.6 C
1727283225.97	46	3.7 C
1727283226.97	47	13.3 C
1727283227.97	48	-8.5 C
1727283228.97	49	29.2 C
1727283229.97	50	15.9 C
1727283230.97	51	2.5 C
1727283231.97	52	-7.6 C
1727283232.97	53	12.4 C
1727283233.97	54	21.5 C
1727283234.97	55	23.7 C
1727283235.97	56	10.1 C
1727283236.97	57	16.4 C
1727283237.97	58	7.0 C
1727283238.97	59	6.0 C
1727283239.97	60	3.9 C
1727283240.97	61	10.6 C
